1	1	1 405	5560
1	2		
1	3		
1	4		
1	5		
1	6		
1	7		
1	8		
1	9		
1	10		
1	11		
1	12		
1	13		
1	14		
1	15		
1	16		
1	17		
1	18		
1	19		
1	20		
1	21		
1	22		
1	23		
1	24		
1	25		
1	26		
1	27		
1	28		
1	29		
1	30		
1	31		
1	32		
1	33		
1	34		
1	35		
1	36		
1	37		
1	38		
1	39		
1	40		
1	41		
1	42		
1	43		
1	44		
1	45		
1	46		
1	47		
1	48		
1	49		
2	51		
2	53		
2	55		
2	57		
2	59		
2	61		
2	63		
2	65		
2	67		
2	69		
2	71		
2	73		
2	75		
2	77		
2	79		
2	81		
2	83		
2	85		
2	87		
2	89		
2	91		
2	93		
2	95		
2	97		
2	99		
2	101		
2	103		
2	105		
2	107		
2	109		
2	111		
2	113		
2	115		
2	117		
2	119		
2	121		
2	123		
2	125		
2	127		
2	129		
2	131		
2	133		
2	135		
2	137		
2	139		
2	141		
2	143		
2	145		
2	147		
2	149		
2	151		
2	153		
2	155		
2	157		
2	159		
2	161		
2	163		
2	165		
2	167		
3	170		
3	173		
3	176		
3	179		
3	182		
3	185		
3	188		
3	191		
3	194		
3	197		
3	200		
3	203		
3	206		
3	209		
3	212		
3	215		
3	218		
3	221		
3	224		
3	227		
3	230		
3	233		
3	236		
3	239		
3	242		
3	245		
3	248		
3	251		
3	254		
3	257		
3	260		
3	263		
3	266		
3	269		
3	272		
3	275		
3	278		
3	281		
3	284		
3	287		
3	290		
3	293		
3	296		
3	299		
3	302		
3	305		
3	308		
3	311		
3	314		
3	317		
3	320		
3	323		
3	326		
3	329		
3	332		
3	335		
3	338		
3	341		
3	344		
3	347		
3	350		
3	353		
3	356		
3	359		
3	362		
4	366		
4	370		
4	374		
4	378		
4	382		
4	386		
4	390		
4	394		
4	398		
4	402		
4	406		
4	410		
4	414		
4	418		
4	422		
4	426		
4	430		
4	434		
4	438		
4	442		
4	446		
4	450		
4	454		
4	458		
4	462		
4	466		
4	470		
4	474		
4	478		
4	482		
4	486		
4	490		
4	494		
4	498		
4	502		
4	506		
4	510		
4	514		
4	518		
4	522		
4	526		
4	530		
4	534		
4	538		
4	542		
4	546		
4	550		
4	554		
4	558		
4	562		
4	566		
4	570		
4	574		
4	578		
4	582		
5	587		
5	592		
5	597		
5	602		
5	607		
5	612		
5	617		
5	622		
5	627		
5	632		
5	637		
5	642		
5	647		
5	652		
5	657		
5	662		
5	667		
5	672		
5	677		
5	682		
5	687		
5	692		
5	697		
5	702		
5	707		
5	712		
5	717		
5	722		
5	727		
5	732		
5	737		
5	742		
5	747		
5	752		
5	757		
5	762		
5	767		
5	772		
5	777		
5	782		
5	787		
5	792		
5	797		
5	802		
5	807		
5	812		
5	817		
5	822		
5	827		
5	832		
5	837		
5	842		
5	847		
5	852		
5	857		
5	862		
6	868		
6	874		
6	880		
6	886		
6	892		
6	898		
6	904		
6	910		
6	916		
6	922		
6	928		
6	934		
6	940		
6	946		
6	952		
6	958		
6	964		
6	970		
6	976		
6	982		
6	988		
6	994		
6	1000		
6	1006		
6	1012		
6	1018		
6	1024		
6	1030		
6	1036		
6	1042		
6	1048		
6	1054		
6	1060		
6	1066		
6	1072		
6	1078		
6	1084		
6	1090		
6	1096		
6	1102		
6	1108		
6	1114		
6	1120		
6	1126		
6	1132		
6	1138		
6	1144		
6	1150		
6	1156		
6	1162		
6	1168		
6	1174		
6	1180		
6	1186		
7	1193		
7	1200		
7	1207		
7	1214		
7	1221		
7	1228		
7	1235		
7	1242		
7	1249		
7	1256		
7	1263		
7	1270		
7	1277		
7	1284		
7	1291		
7	1298		
7	1305		
7	1312		
7	1319		
7	1326		
7	1333		
7	1340		
7	1347		
7	1354		
7	1361		
7	1368		
7	1375		
7	1382		
7	1389		
7	1396		
7	1403		
7	1410		
7	1417		
7	1424		
7	1431		
7	1438		
7	1445		
7	1452		
7	1459		
7	1466		
7	1473		
7	1480		
7	1487		
7	1494		
7	1501		
7	1508		
8	1516		
8	1524		
8	1532		
8	1540		
8	1548		
8	1556		
8	1564		
8	1572		
8	1580		
8	1588		
8	1596		
8	1604		
8	1612		
8	1620		
8	1628		
8	1636		
8	1644		
8	1652		
8	1660		
8	1668		
8	1676		
8	1684		
8	1692		
8	1700		
8	1708		
8	1716		
8	1724		
8	1732		
8	1740		
8	1748		
8	1756		
8	1764		
8	1772		
8	1780		
8	1788		
8	1796		
8	1804		
8	1812		
8	1820		
8	1828		
8	1836		
8	1844		
8	1852		
8	1860		
8	1868		
8	1876		
8	1884		
8	1892		
8	1900		
8	1908		
8	1916		
8	1924		
8	1932		
8	1940		
8	1948		
8	1956		
8	1964		
8	1972		
8	1980		
8	1988		
8	1996		
9	2005		
9	2014		
9	2023		
9	2032		
9	2041		
9	2050		
9	2059		
9	2068		
9	2077		
9	2086		
9	2095		
9	2104		
9	2113		
9	2122		
9	2131		
9	2140		
9	2149		
9	2158		
9	2167		
9	2176		
9	2185		
9	2194		
9	2203		
9	2212		
9	2221		
9	2230		
9	2239		
9	2248		
9	2257		
9	2266		
9	2275		
9	2284		
9	2293		
9	2302		
9	2311		
9	2320		
9	2329		
9	2338		
9	2347		
9	2356		
9	2365		
9	2374		
9	2383		
9	2392		
9	2401		
9	2410		
9	2419		
9	2428		
9	2437		
9	2446		
9	2455		
9	2464		
9	2473		
9	2482		
9	2491		
9	2500		
9	2509		
9	2518		
9	2527		
9	2536		
9	2545		
9	2554		
9	2563		
9	2572		
9	2581		
9	2590		
9	2599		
9	2608		
9	2617		
10	2627		
10	2637		
10	2647		
10	2657		
10	2667		
10	2677		
10	2687		
10	2697		
10	2707		
10	2717		
10	2727		
10	2737		
10	2747		
10	2757		
10	2767		
10	2777		
10	2787		
10	2797		
10	2807		
10	2817		
10	2827		
10	2837		
10	2847		
10	2857		
10	2867		
10	2877		
10	2887		
10	2897		
10	2907		
10	2917		
10	2927		
10	2937		
10	2947		
10	2957		
10	2967		
10	2977		
10	2987		
10	2997		
10	3007		
10	3017		
10	3027		
10	3037		
10	3047		
10	3057		
10	3067		
10	3077		
10	3087		
10	3097		
10	3107		
10	3117		
10	3127		
10	3137		
10	3147		
10	3157		
10	3167		
10	3177		
10	3187		
10	3197		
10	3207		
10	3217		
10	3227		
11	3238		
11	3249		
11	3260		
11	3271		
11	3282		
11	3293		
11	3304		
11	3315		
11	3326		
11	3337		
11	3348		
11	3359		
11	3370		
11	3381		
11	3392		
11	3403		
11	3414		
11	3425		
11	3436		
11	3447		
11	3458		
11	3469		
11	3480		
11	3491		
11	3502		
11	3513		
11	3524		
11	3535		
11	3546		
11	3557		
11	3568		
11	3579		
11	3590		
11	3601		
11	3612		
11	3623		
11	3634		
11	3645		
11	3656		
11	3667		
11	3678		
11	3689		
11	3700		
12	3712		
12	3724		
12	3736		
12	3748		
12	3760		
12	3772		
12	3784		
12	3796		
12	3808		
12	3820		
12	3832		
12	3844		
12	3856		
12	3868		
12	3880		
12	3892		
12	3904		
12	3916		
12	3928		
12	3940		
12	3952		
12	3964		
12	3976		
12	3988		
12	4000		
12	4012		
12	4024		
12	4036		
12	4048		
12	4060		
12	4072		
12	4084		
12	4096		
12	4108		
12	4120		
12	4132		
12	4144		
12	4156		
12	4168		
12	4180		
12	4192		
12	4204		
12	4216		
12	4228		
12	4240		
12	4252		
12	4264		
12	4276		
12	4288		
12	4300		
12	4312		
12	4324		
12	4336		
12	4348		
12	4360		
12	4372		
12	4384		
12	4396		
12	4408		
12	4420		
12	4432		
12	4444		
12	4456		
12	4468		
12	4480		
12	4492		
12	4504		
12	4516		
12	4528		
12	4540		
12	4552		
12	4564		
12	4576		
12	4588		
12	4600		
12	4612		
13	4625		
13	4638		
13	4651		
13	4664		
13	4677		
13	4690		
13	4703		
13	4716		
13	4729		
13	4742		
13	4755		
13	4768		
13	4781		
13	4794		
13	4807		
13	4820		
13	4833		
13	4846		
13	4859		
13	4872		
13	4885		
13	4898		
13	4911		
13	4924		
13	4937		
13	4950		
13	4963		
13	4976		
13	4989		
13	5002		
13	5015		
13	5028		
13	5041		
13	5054		
13	5067		
13	5080		
13	5093		
13	5106		
13	5119		
13	5132		
13	5145		
13	5158		
13	5171		
13	5184		
13	5197		
13	5210		
13	5223		
13	5236		
13	5249		
13	5262		
